PID,Process Name,Process Command Line,Process Path,Process SHA-256 Hash,VirusTotal Detection Summary
"10748","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=gpu-process --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.7623) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 143.0.3650.139)"" --user-data-dir=""C:\Users\mikew\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.30600.10.0 --embedded-browser-webview=1 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1688,i,10311940034664510055,921842877515774965,262144 --field-trial-handle=1772,i,17374892762228070237,8443816982774013364,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1764 /prefetch:2 /pfhostedapp:659f7f9912efb02a855f6acd8f4978470839c95a","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"348","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=renderer --noerrdialogs --user-data-dir=""\\?\C:\Users\mikew\AppData\Local\TeamViewer\EdgeBrowserControl\Persistent\MainWindow_75AD616BF1F04DA9878FF44DD080A108\20251217T182039-213d0b6748~pl\EBWebView"" --webview-exe-name=TeamViewer.exe --webview-exe-version=15.73.5.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pl --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=pl_PL"" --time-ticks-at-unix-epoch=-1768782476216501 --launch-time-ticks=28022614494 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3524,i,3429875850341183881,9672669167127034685,2097152 --field-trial-handle=1720,i,17357209219195688360,1935126298961394706,262144 --disable-features=ElasticOverscroll,msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3536 /pfhostedapp:6505f5a2fcbc556e8fb213e9b76caed7ff3a7d0f /prefetch:1","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"1620","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView"" --webview-exe-name=WidgetBoard.exe --webview-exe-version=525.31002.100.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1692,i,11967940772811959095,6082825701826676666,262144 --field-trial-handle=1820,i,5382080414326524400,15207758413423749897,262144 --enable-features=msEdgeFluentOverlayScrollbar,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1812 /prefetch:2 /pfhostedapp:17a017f311d62f3c24f21a041b5533ae8888fae5","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"18456","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=renderer --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.7623) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 143.0.3650.139)"" --user-data-dir=""C:\Users\mikew\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.30600.10.0 --embedded-browser-webview=1 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pl --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=pl_PL"" --time-ticks-at-unix-epoch=-1768782476216501 --launch-time-ticks=28022603063 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3668,i,14966333289806459468,16459613868824957543,2097152 --field-trial-handle=1772,i,17374892762228070237,8443816982774013364,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3688 /pfhostedapp:659f7f9912efb02a855f6acd8f4978470839c95a /prefetch:1","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"17556","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=utility --utility-sub-type=storage.mojom.StorageService --lang=pl --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.7623) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 143.0.3650.139)"" --user-data-dir=""C:\Users\mikew\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.30600.10.0 --embedded-browser-webview=1 --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2440,i,9410299344308434763,16555215768722962147,524288 --field-trial-handle=1772,i,17374892762228070237,8443816982774013364,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2464 /prefetch:13 /pfhostedapp:659f7f9912efb02a855f6acd8f4978470839c95a","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"19060","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --embedded-browser-webview=1 --webview-exe-name=TeamViewer.exe --webview-exe-version=15.73.5.0 --user-data-dir=""\\?\C:\Users\mikew\AppData\Local\TeamViewer\EdgeBrowserControl\Persistent\MainWindow_75AD616BF1F04DA9878FF44DD080A108\20251217T182039-213d0b6748~pl\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --disable-features=msSmartScreenProtection,msWebOOUI,msPdfOOUI,ElasticOverscroll --lang=pl --mojo-named-platform-channel-pipe=11308.16908.16919594389911385024 /pfhostedapp:6505f5a2fcbc556e8fb213e9b76caed7ff3a7d0f","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"15080","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=crashpad-handler --user-data-dir=C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView /prefetch:4 /pfhostedapp:17a017f311d62f3c24f21a041b5533ae8888fae5 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=143.0.7499.193 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=143.0.3650.139 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ffa3c8162b8,0x7ffa3c8162c4,0x7ffa3c8162d0","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"19244","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=pl --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView"" --webview-exe-name=WidgetBoard.exe --webview-exe-version=525.31002.100.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2188,i,15596128980189767975,9192081196349452596,524288 --field-trial-handle=1820,i,5382080414326524400,15207758413423749897,262144 --enable-features=msEdgeFluentOverlayScrollbar,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2196 /prefetch:11 /pfhostedapp:17a017f311d62f3c24f21a041b5533ae8888fae5","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"15608","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --embedded-browser-webview=1 --webview-exe-name=SearchHost.exe --webview-exe-version=2125.30600.10.0 --user-data-dir=""C:\Users\mikew\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disable-features=msSmartScreenProtection --edge-webview-enable-mojo-ipcz --enable-features=msEdgeFluentOverlayScrollbar --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.7623) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 143.0.3650.139)"" --lang=pl --mojo-named-platform-channel-pipe=11324.18364.14378159739212649090 /pfhostedapp:659f7f9912efb02a855f6acd8f4978470839c95a","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"17232","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=pl --service-sandbox-type=none --noerrdialogs --user-data-dir=""\\?\C:\Users\mikew\AppData\Local\TeamViewer\EdgeBrowserControl\Persistent\MainWindow_75AD616BF1F04DA9878FF44DD080A108\20251217T182039-213d0b6748~pl\EBWebView"" --webview-exe-name=TeamViewer.exe --webview-exe-version=15.73.5.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2112,i,3043951292007392058,1267934110426363501,524288 --field-trial-handle=1720,i,17357209219195688360,1935126298961394706,262144 --disable-features=ElasticOverscroll,msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2120 /prefetch:11 /pfhostedapp:6505f5a2fcbc556e8fb213e9b76caed7ff3a7d0f","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"16608","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=utility --utility-sub-type=storage.mojom.StorageService --lang=pl --service-sandbox-type=service --noerrdialogs --user-data-dir=""\\?\C:\Users\mikew\AppData\Local\TeamViewer\EdgeBrowserControl\Persistent\MainWindow_75AD616BF1F04DA9878FF44DD080A108\20251217T182039-213d0b6748~pl\EBWebView"" --webview-exe-name=TeamViewer.exe --webview-exe-version=15.73.5.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2392,i,17678305380927129321,10823904320837856864,524288 --field-trial-handle=1720,i,17357209219195688360,1935126298961394706,262144 --disable-features=ElasticOverscroll,msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2488 /prefetch:13 /pfhostedapp:6505f5a2fcbc556e8fb213e9b76caed7ff3a7d0f","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"17528","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=pl --service-sandbox-type=none --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.7623) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 143.0.3650.139)"" --user-data-dir=""C:\Users\mikew\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.30600.10.0 --embedded-browser-webview=1 --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2136,i,15288499249389433240,7379498529902895597,524288 --field-trial-handle=1772,i,17374892762228070237,8443816982774013364,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2144 /prefetch:11 /pfhostedapp:659f7f9912efb02a855f6acd8f4978470839c95a","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"11856","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=crashpad-handler --user-data-dir=\\?\C:\Users\mikew\AppData\Local\TeamViewer\EdgeBrowserControl\Persistent\MainWindow_75AD616BF1F04DA9878FF44DD080A108\20251217T182039-213d0b6748~pl\EBWebView /prefetch:4 /pfhostedapp:6505f5a2fcbc556e8fb213e9b76caed7ff3a7d0f --monitor-self-annotation=ptype=crashpad-handler --database=\\?\C:\Users\mikew\AppData\Local\TeamViewer\EdgeBrowserControl\Persistent\MainWindow_75AD616BF1F04DA9878FF44DD080A108\20251217T182039-213d0b6748~pl\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=143.0.7499.193 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=143.0.3650.139 --initial-client-data=0x178,0x17c,0x180,0x154,0x188,0x7ffa3c8162b8,0x7ffa3c8162c4,0x7ffa3c8162d0","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"12548","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=renderer --noerrdialogs --user-data-dir=""C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView"" --webview-exe-name=WidgetBoard.exe --webview-exe-version=525.31002.100.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pl --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --js-flags=""--expose-gc --ms-user-locale=pl-PL"" --time-ticks-at-unix-epoch=-1768782476216503 --launch-time-ticks=31343217438 --skip-read-main-dll --metrics-shmem-handle=4588,i,12461892100112039189,14031625053525085204,2097152 --field-trial-handle=1820,i,5382080414326524400,15207758413423749897,262144 --enable-features=msEdgeFluentOverlayScrollbar,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=4596 /pfhostedapp:17a017f311d62f3c24f21a041b5533ae8888fae5 /prefetch:1","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"3592","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=utility --utility-sub-type=storage.mojom.StorageService --lang=pl --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView"" --webview-exe-name=WidgetBoard.exe --webview-exe-version=525.31002.100.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2372,i,14399673696982873918,14536969522672343046,524288 --field-trial-handle=1820,i,5382080414326524400,15207758413423749897,262144 --enable-features=msEdgeFluentOverlayScrollbar,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2496 /prefetch:13 /pfhostedapp:17a017f311d62f3c24f21a041b5533ae8888fae5","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"10244","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=crashpad-handler --user-data-dir=C:\Users\mikew\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:659f7f9912efb02a855f6acd8f4978470839c95a --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\mikew\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=143.0.7499.193 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=143.0.3650.139 --initial-client-data=0x17c,0x180,0x184,0x178,0x188,0x7ffa3c8162b8,0x7ffa3c8162c4,0x7ffa3c8162d0","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"4348","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --embedded-browser-webview=1 --webview-exe-name=WidgetBoard.exe --webview-exe-version=525.31002.100.0 --user-data-dir=""C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --disable-features=msSmartScreenProtection --disk-cache-size=52428800 --edge-webview-is-background --enable-features=msSingleSignOnOSForPrimaryAccountIsShared,msEdgeFluentOverlayScrollbar --lang=pl-PL --mojo-named-platform-channel-pipe=9280.176.2332187494786008366 /pfhostedapp:17a017f311d62f3c24f21a041b5533ae8888fae5","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"10960","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=renderer --noerrdialogs --user-data-dir=""C:\Users\mikew\AppData\Local\Microsoft\Windows\SharedWebView\EBWebView"" --webview-exe-name=WidgetBoard.exe --webview-exe-version=525.31002.100.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pl --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=pl_PL"" --time-ticks-at-unix-epoch=-1768782476216503 --launch-time-ticks=31343007132 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3888,i,14398550959759837549,5779124897763781129,2097152 --field-trial-handle=1820,i,5382080414326524400,15207758413423749897,262144 --enable-features=msEdgeFluentOverlayScrollbar,msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3924 /pfhostedapp:17a017f311d62f3c24f21a041b5533ae8888fae5 /prefetch:1","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"16904","msedgewebview2.exe","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe --type=gpu-process --noerrdialogs --user-data-dir=""\\?\C:\Users\mikew\AppData\Local\TeamViewer\EdgeBrowserControl\Persistent\MainWindow_75AD616BF1F04DA9878FF44DD080A108\20251217T182039-213d0b6748~pl\EBWebView"" --webview-exe-name=TeamViewer.exe --webview-exe-version=15.73.5.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1660,i,18210693211195209700,10143290867872655170,262144 --field-trial-handle=1720,i,17357209219195688360,1935126298961394706,262144 --disable-features=ElasticOverscroll,msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1704 /prefetch:2 /pfhostedapp:6505f5a2fcbc556e8fb213e9b76caed7ff3a7d0f","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe","3342715acf465301571f6a06543d324c0386c6f940103c708b3458beec60ce65","No security vendors flagged this file as malicious"
"5928","MsMpEng.exe","","","",""
"3156","NgcIso.exe","","","",""
"17716","NisSrv.exe","","","",""
"10332","obs64.exe","C:\Program Files\obs-studio\bin\64bit\obs64.exe","C:\Program Files\obs-studio\bin\64bit\obs64.exe","ea487a3cd6b81e6c31604f4dcc260fab2b6d16f45ae17f21b55ebbbc45d69acc","No security vendors flagged this file as malicious"
"5292","OfficeClickToRun.exe","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe /service","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe","f1b866a7e82bff4525a5ddcbc645381fc84941c605cf1516a7ebe893916ea5ae","No security vendors flagged this file as malicious"
"5504","OneApp.IGCC.WinService.exe","C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_4d06d7f3655985a2\OneApp.IGCC.WinService.exe","C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_4d06d7f3655985a2\OneApp.IGCC.WinService.exe","2f395bc8dde5774b003ab8285998d7bea9c7680fbf4ebd715c9c6326cb0d18dd","No security vendors flagged this file as malicious"
"5920","openvpnserv.exe","C:\Program Files\OpenVPN\bin\openvpnserv.exe","C:\Program Files\OpenVPN\bin\openvpnserv.exe","6e51de1b4ba02096aeaec7e8881e8b5835987a57be49ef654d9caaeb9340a5b4","No security vendors flagged this file as malicious"
"5940","openvpnserv2.exe","C:\Program Files\OpenVPN\bin\openvpnserv2.exe","C:\Program Files\OpenVPN\bin\openvpnserv2.exe","d1e995a2d32e7833a369aa849e8b877162e07c1a161c6dccb95ca2052fc8b1e7","No security vendors flagged this file as malicious"
"11268","PresentationFontCache.exe","C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","8bc01bc94d3cd6591c416ee7c68714a90e1d8c9f3117e1b3058af83e872296f9","No security vendors flagged this file as malicious"
"10852","RAVBg64.exe","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe /IM","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","e7ec22534ed990cdd38d3fb78969050a5a8081087000b6a6ea001e3ffa511049","No security vendors flagged this file as malicious"
"10936","RAVBg64.exe","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe /SENDINPUT","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","e7ec22534ed990cdd38d3fb78969050a5a8081087000b6a6ea001e3ffa511049","No security vendors flagged this file as malicious"
"3328","RAVBg64.exe","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe /DELLGRM","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","e7ec22534ed990cdd38d3fb78969050a5a8081087000b6a6ea001e3ffa511049","No security vendors flagged this file as malicious"
"180","Registry.exe","","","",""
"5968","RstMwService.exe","C:\WINDOWS\System32\DriverStore\FileRepository\iastorac.inf_amd64_9c788f1d162b1224\RstMwService.exe","C:\WINDOWS\System32\DriverStore\FileRepository\iastorac.inf_amd64_9c788f1d162b1224\RstMwService.exe","1e56ebcdc6b7bebf21deb8ff5398f2cba956b3ec47073851cf7473feb7b56db0","No security vendors flagged this file as malicious"
"3840","RtkAudioService64.exe","C:\Program Files\Realtek\Audio\HDA\RtkAudioService64.exe","C:\Program Files\Realtek\Audio\HDA\RtkAudioService64.exe","f00b31124783ea0cdda33606351019ec94f2c9ffe26c31d42250b775bcf1a464","No security vendors flagged this file as malicious"
